document_uid,mentions
DOC_8ff73475cf6e2296e957,2.0
DOC_4beae5d846d1dd205f8b,5.0
DOC_c2138f939bb41e545468,2.0
DOC_35b203a5fcbb977b4fde,5.0
DOC_a56a27c61965f4aed826,4.0
DOC_23c7ddaa0bb2c117dcb8,5.0
DOC_55da604b909caed05a6c,3.0
DOC_26cb7cdb161af9a77ed5,0.0
DOC_60f4906ffa64aba2b2b2,2.0
DOC_fe2738fcf82a368295b5,5.0
DOC_dca08a1410bdffdfc299,6.0
DOC_aeb6a0c5aa586d3d7863,3.0
DOC_9aed3deb4345c08013cc,8.0
DOC_6783cb9052a579d68efa,1.0
DOC_cfff07b4bdf78d3a65f5,0.0
DOC_9c510c3286ae2424d674,4.0
DOC_94ff8cbf895737e6a0ca,4.0
DOC_b339d19aeb6987657688,0.0
DOC_ed2feb6d3ef4f3965e41,5.0
DOC_7e0386366a6992242188,0.0
DOC_b4eb526ec159c6dc9a09,3.0
DOC_d0927d03bfeec0d14bb5,6.0
DOC_ade2f0383a3f5b1de5da,4.0
DOC_1b5fa4202a5336691e05,2.0
DOC_bc716425318bf089ac47,5.0
DOC_1b571189c4784a4379cc,5.0
DOC_867cb5bee6bf359dcae4,5.0
DOC_930b49c66548cd91262b,1.0
DOC_0d226ff3724b5513ddf1,1.0
DOC_ce45c1ca1a49bc226ea6,1.0
DOC_405914713983bb83eb2d,5.0
DOC_63bad71788b3582b0023,3.0
DOC_4f8f34bd43cb0cbe9ebd,6.0
DOC_e0c4d04eff4e41146b7b,0.0
DOC_df8ef470580dfcb1e081,4.0
DOC_0ed1cf701e8c9ecd1fdd,0.0
DOC_e399a8ab2387aaee390d,6.0
DOC_10add25b4e4d64502898,2.0
DOC_525dee9964a67f802a32,4.0
DOC_d394cf1b411b278b1d2e,4.0
DOC_05f3bd10f5404ccdefc2,2.0
DOC_1c86df10f95e2e020329,4.0
DOC_227faa1c6e3720a0d58f,6.0
DOC_1297a3a4746fc325d90b,3.0
DOC_94737e29f37386999a83,4.0
DOC_c145a03f7ab1536ea6aa,7.0
DOC_66737d8f0bf3aee4fba8,1.0
DOC_a0929f4c5fafa7c1d205,4.0
DOC_e04e3d50265caee8afd5,7.0
DOC_2df0827cbf6dc712be07,6.0
DOC_09c3c1f0f3316ac7444a,3.0
DOC_3ea50aea305cc5318449,2.0
DOC_c8b7313a688f9dd92b13,2.0
DOC_931898ade14cf6e9df7b,4.0
DOC_24aefb418bb75fbd252c,4.0
DOC_584c4093d7246f19f6ef,3.0
DOC_369005544c7d2d26fcc4,14.0
DOC_0dbacb149491d22d54cb,4.0
DOC_96229c70b631ce1a440a,6.0
DOC_3e92f22edd5498ccd484,5.0
DOC_8ae3cc4e7dd068c49428,3.0
DOC_cd6c98ba2ce6611f9228,3.0
DOC_c3d6611b37850e12dcd7,3.0
DOC_ab5809b146db15f5d8a9,4.0
DOC_1997a94754c642d7c1e7,1.0
DOC_7f68243a08f8238fd6fa,4.0
DOC_c4401757d98732c80c1a,6.0
DOC_a66dc72a34b5de05da1c,4.0
DOC_538f8763fae4faae4884,4.0
DOC_238a43e17dc272be7328,4.0
DOC_405a8483eca70ef5bd16,5.0
DOC_49d4795a2cb0ce74ab1f,4.0
DOC_fec942c16be995d6c8dc,6.0
DOC_cbe67afa3a7cd831a0c2,6.0
DOC_6538e4715f90ab578f64,3.0
DOC_6f2e864e6f9a4e9c20d4,3.0
DOC_501c864af577b8b9b29e,4.0
DOC_0e0840bdc9b33a74b007,6.0
DOC_05140982d64608315ee5,2.0
DOC_5187433ae81aea546a6c,2.0
DOC_085e92857244dcf79f96,4.0
DOC_ea746d2c15722ed1acde,4.0
DOC_0ebe845e8276e1928341,1.0
DOC_86197fd7f464e18ba5c6,3.0
DOC_9d5682ddf0c1a7f4f882,0.0
DOC_8a3dd13f9176186fab1f,6.0
DOC_da52efb0dde063b02ce7,4.0
DOC_cbfd850be76396697805,6.0
DOC_7269d92fcb59c2d828ea,0.0
DOC_38d82a8078348bf3eec4,3.0
DOC_2efb4b26a4cd9d927da3,5.0
DOC_066e10e2941b414a7abd,5.0
DOC_e38b1212edb1b8f7f192,2.0
DOC_42e5a26a4fcc93195d73,3.0
DOC_1425b1579a417b81f764,2.0
DOC_04bcae351959dee96bcb,3.0
DOC_a1f8b8cb7fe5e8e89bbf,0.0
DOC_bca41029f6423e024a51,1.0
DOC_e6518e7f9829230bf8ab,4.0
DOC_3604784d5e4feb58b513,2.0
DOC_234685e9ba5a45970a78,5.0
DOC_3c118ac4f80e53cf3d61,5.0
DOC_1d4f78d058766327d118,2.0
DOC_0888c7b04f8fbd25efd7,3.0
DOC_11796d5a0b2b9d22f5b6,3.0
DOC_68f6196176af2614ba34,2.0
DOC_4bbf013a031d450a5768,2.0
DOC_b98a13619374b86a7bea,4.0
DOC_f184dd3f806219c7ae62,2.0
DOC_f7466899b1818ad41f92,2.0
DOC_1735de46e75a53cc8dcf,3.0
DOC_a8e63298b818e2e65a81,3.0
DOC_f6a4401624acddf95c6d,3.0
DOC_f67411700c0fed270cdb,5.0
DOC_d29fc67981bbd2d63438,3.0
DOC_b00549d16075a6c25f2a,4.0
DOC_19a70d39ce1ee9a726c5,4.0
DOC_5ddce6a6f3fd79936edf,5.0
DOC_f829546502c18ce11d5b,4.0
DOC_400e590b7d4d6df6ddf1,7.0
DOC_22c48a18d98bec4adaab,4.0
DOC_d30d33154ad7fc651acb,4.0
DOC_f337764991ac95a057c2,2.0
DOC_0e2a1c39ab4b0a19867e,4.0
DOC_4de30d33b6e065ab4a12,4.0
DOC_1878e692bd4a2d3a45bf,5.0
DOC_da1d5d67a86168f27a62,3.0
DOC_3f8001301552fabd72ca,2.0
DOC_b68c00e55f889195a670,6.0
DOC_3d931627f5f8fc18959e,4.0
DOC_4a5eeab056ae2fdd7497,3.0
DOC_287fb70a90cb1c380d0a,7.0
DOC_570df38289ea3d9ad87c,3.0
DOC_397a7e9a5a7a53052ba0,3.0
DOC_c14d7bc5ce98524bd4b5,4.0
DOC_a53f065a9f7431bd39a9,4.0
DOC_52ac38a2d5f8ec9f5091,1.0
DOC_87e37f8b2f1bfd497323,2.0
DOC_3f1f63cf2fe43428f19f,4.0
DOC_a45e7725947dfa6d3123,5.0
DOC_b143ca94237839934cab,4.0
DOC_56c8cbe0a11dc2cc673f,4.0
DOC_234d9344e3681ce459ed,5.0
DOC_d235023c9e237a5754f1,4.0
DOC_c0c0321f9f1662bf8b7e,3.0
DOC_862da95a552cef776710,3.0
DOC_13564890fd3d45d2b6b4,0.0
DOC_a1f206870ffe2449042f,5.0
DOC_936d2976c23c86a4c879,2.0
DOC_ec4fb08bcbd2b0e1ff86,3.0
DOC_f957b2c8bcb4af487a0c,3.0
DOC_cc20944eb4639847fb6b,2.0
DOC_fe0e282448e0e73ee56c,3.0
DOC_1d30a433071d4ee337f8,5.0
DOC_c25c4cdd64a83282c7b1,3.0
DOC_8e3fdc21ba53ba833842,3.0
DOC_8c0d7b140b6bf53e01e7,2.0
DOC_17ad41d8067989f82f6d,3.0
DOC_d1c300c7f3f04830b53c,3.0
DOC_c719089015e7e8987b57,4.0
DOC_1f4e74a22ebba4a7749f,3.0
DOC_e645d9e1d934a8d85fd5,3.0
DOC_56ec8355a61863f852cf,3.0
DOC_979c292d291fd9f3fd7c,2.0
DOC_2f9b7af68f9099b2f072,4.0
DOC_cb51bd91aff72f363f1e,4.0
DOC_59ba8dee0402049e7af8,2.0
DOC_df3c8d13e294b0a240ea,5.0
DOC_dcea5727cda957d7500c,4.0
DOC_87bd720fb7db3498e576,2.0
DOC_5aa44443a8d6ce8d2738,7.0
DOC_940f8253b04d152dbdcd,2.0
DOC_822a5e7daaf038e5fccf,5.0
DOC_b8a39e3ab928f3315f0e,3.0
DOC_d674b0164e4ec24b046c,3.0
DOC_5901e5efbe2fe0d4c786,0.0
DOC_525c85406e9b9cab9229,7.0
DOC_a80753e372cb1e8d04e4,0.0
DOC_d4f13492fe76f8420d1d,6.0
DOC_d58d6552bb82e8587b2f,1.0
DOC_bcdedcb33d1908666ba7,4.0
DOC_f80396f35943f9511ce5,3.0
DOC_9df1730a4a39bd2df919,3.0
DOC_a683ee526c160df38494,5.0
DOC_c34c11e5febb8c622595,0.0
DOC_ea337e2c49bb657d9fee,4.0
DOC_e5e795eb99ff5b9342bb,4.0
DOC_b1912bb984876b4018af,3.0
DOC_e53d106a721c91a5807f,1.0
DOC_1877caf6c8c0f6b22c26,3.0
DOC_ed9d42bf072a1eb502ef,3.0
DOC_48ee688cbb2278d1355a,4.0
DOC_8c427d3e0d5d8c4a0e5d,5.0
DOC_2d56408344d47ced7678,5.0
DOC_5dacc75abcfa962ded6d,5.0
DOC_de4412daf14e94a77bab,4.0
DOC_80cf2de640aac45f46e1,6.0
DOC_4a9f7afbf182052d2b22,0.0
DOC_66994ac416ddd80366e6,4.0
DOC_538c1d62bdd4c9d71bd8,0.0
DOC_7f39fb24b97617a6768b,0.0
DOC_47db597c740f8e2abda1,0.0
DOC_1bb2934e8ad11d8b954c,0.0
DOC_4103f647cfbb7c932447,1.0
DOC_87ab1eaa49c6434f1ec7,1.0
DOC_e852629db8918fcd94e0,0.0
DOC_4564482e6df61cd952f3,1.0
DOC_fef33f4f74c1bed9880d,1.0
DOC_73a19086e2bd6dc7860a,0.0
DOC_2cbaf26f0e65ca9e0c31,0.0
DOC_3f9fc69f013a7ada38ea,5.0
DOC_e8012f1ab9633b57a050,0.0
DOC_38ae4f080d44bd00e72b,3.0
DOC_5cddab30396685f13e12,3.0
DOC_0c8552eab4f182bf42ac,7.0
DOC_648252b1d6d27e8c4522,6.0
DOC_90a76d1c8cb7b2286bbb,1.0
DOC_a79650b913d5b54a9fd1,1.0
DOC_13acdaca51c6fd5ec028,7.0
DOC_73f3478b7a9cf80442f9,3.0
DOC_49d1543d346a3b0520ab,0.0
DOC_ea0657d7646b4961e92a,0.0
DOC_960be21aa649153e1cd3,3.0
DOC_3277129c5119fb52e1ce,4.0
DOC_2e1d941bc1676d6e243d,0.0
DOC_4d78067c4032126f2e23,0.0
DOC_53b566391c3e24b35f00,0.0
DOC_0747413410ec8ee396e1,4.0
DOC_f12f6c721d578048ba8d,0.0
DOC_4ee04022e42eb03226bf,4.0
DOC_81d8652a00c3e30617d2,3.0
DOC_0be0a900814703a2d7ed,2.0
DOC_8eafbc8f148b0b8cb122,4.0
DOC_c7ba049bee6f4024648a,3.0
DOC_c1279c530380bee91bbc,7.0
DOC_fd5e2f917e5e1827224f,0.0
DOC_096f137b7ac818ebc33a,0.0
DOC_f3e1e940e80919ee9a64,0.0
DOC_ac0f7c85b87e04e610b4,0.0
DOC_eab73df34de506561626,0.0
DOC_0c9392c6e556db1d2700,0.0
DOC_3ebab884f2e19de0f4ba,2.0
DOC_70f58a421f34c63e6aaf,5.0
DOC_a0d8395b2bdeb0609c54,4.0
DOC_e536db9583892a90b79e,0.0
DOC_388c67cb244c28bfc747,0.0
DOC_a255cfd2fbc208047a27,6.0
DOC_1b158b15cf3004b2c086,8.0
DOC_11823cd1c679dfe10ac0,2.0
DOC_008b1fb6a31622e62912,5.0
DOC_fb48a064bfd721899547,0.0
DOC_07f756c90001729114c8,7.0
DOC_c698f387a3d58ae51a51,4.0
DOC_710eb30615f2ba10c61b,8.0
DOC_0cdd2caaa110ca360bf3,2.0
DOC_68648bcfcc73dfbdb63b,2.0
DOC_4576ebca06c8d2e34653,1.0
DOC_fb53eee34b0f9b6ce21b,0.0
DOC_678fce0091c6aebf10f7,3.0
DOC_1bd8f098666389242eb0,0.0
DOC_f7e4e0a4358ba8aede1c,0.0
DOC_1339269cf7a496897bc1,5.0
DOC_5ec79acf2016f5a40b3f,7.0
DOC_b82ab209df1f46f17c9c,1.0
DOC_a2b0e9352eeab57853d3,2.0
DOC_849a394b628c351ca43f,0.0
DOC_da15cdfb98f0923cab91,0.0
DOC_a5122fd35e64aae06e81,4.0
DOC_0576087f544593e70d21,1.0
